hgnc_symbol,HH07,HH17,HH18,HH19,HH27
RN7SL564P,0,0,0,0,0
RN7SL565P,0,0,0,0,0
RN7SL566P,3,5,11,11,0
RN7SL567P,0,0,0,0,0
RN7SL568P,0,0,0,0,0
RN7SL569P,0,4,1,0,0
RN7SL570P,0,0,0,0,0
RN7SL571P,0,0,0,0,0
RN7SL573P,0,0,0,0,0
RN7SL574P,5,3,0,4,2
RN7SL575P,0,0,0,0,0
RN7SL577P,0,2,0,0,0
RN7SL578P,0,0,0,0,0
RN7SL57P,0,0,0,0,0
RN7SL580P,0,0,0,0,0
RN7SL581P,0,0,0,0,0
RN7SL582P,0,0,0,0,0
RN7SL583P,0,0,0,0,0
RN7SL584P,0,0,0,0,0
RN7SL585P,0,0,0,0,0
RN7SL586P,0,0,0,0,0
RN7SL587P,0,0,0,0,0
RN7SL589P,0,2,2,2,0
RN7SL58P,0,0,0,0,0
RN7SL591P,0,0,0,0,0
RN7SL592P,0,0,0,0,0
RN7SL594P,0,0,0,0,0
RN7SL596P,0,0,0,0,0
RN7SL597P,0,0,0,0,0
RN7SL598P,0,0,0,0,0
RN7SL5P,8,14,14,10,1
RN7SL600P,9,16,4,4,3
RN7SL601P,0,0,0,0,0
RN7SL602P,0,0,0,0,0
RN7SL604P,0,0,0,0,0
RN7SL605P,4,0,2,0,0
RN7SL606P,0,0,1,0,0
RN7SL607P,0,0,0,0,0
RN7SL608P,7,18,1,3,7
RN7SL60P,0,0,0,0,0
RN7SL610P,2,0,0,0,0
RN7SL612P,0,0,0,0,0
RN7SL614P,0,2,0,4,0
RN7SL615P,0,0,0,0,0
RN7SL616P,0,0,0,0,0
RN7SL617P,0,0,0,0,0
RN7SL618P,0,0,0,0,0
RN7SL619P,0,0,3,0,0
RN7SL620P,0,0,0,0,0
RN7SL621P,0,0,0,0,0
RN7SL622P,0,0,0,0,0
RN7SL623P,0,0,0,0,0
RN7SL624P,0,0,0,0,0
RN7SL625P,2,0,0,0,0
RN7SL627P,0,0,0,0,0
RN7SL628P,0,0,0,0,0
RN7SL629P,0,0,0,0,0
RN7SL62P,0,0,0,0,0
RN7SL630P,0,0,0,0,0
RN7SL632P,0,0,0,0,0
RN7SL633P,0,0,0,0,0
RN7SL634P,0,0,0,0,0
RN7SL635P,0,0,0,0,0
RN7SL636P,0,0,0,0,0
RN7SL638P,2,0,0,0,0
RN7SL63P,0,0,0,0,0
RN7SL640P,0,0,0,0,0
RN7SL643P,0,0,0,0,0
RN7SL644P,0,0,0,0,0
RN7SL645P,0,0,0,0,0
RN7SL646P,0,0,0,0,0
RN7SL647P,0,0,0,0,0
RN7SL648P,0,6,2,2,2
RN7SL649P,0,0,0,0,0
RN7SL650P,0,0,0,0,0
RN7SL652P,2,6,8,4,2
RN7SL653P,0,0,0,0,0
RN7SL654P,0,0,0,0,0
RN7SL655P,1,0,0,2,2
RN7SL656P,0,0,0,0,0
RN7SL657P,0,0,0,0,0
RN7SL658P,0,0,0,0,0
RN7SL659P,0,0,2,0,0
RN7SL65P,0,0,0,0,0
RN7SL660P,0,0,0,0,0
RN7SL663P,2,0,0,0,9
RN7SL664P,2,0,0,0,8
RN7SL665P,0,0,0,0,0
RN7SL666P,0,0,0,0,0
RN7SL667P,0,0,0,0,0
RN7SL668P,0,0,0,0,0
RN7SL66P,1,0,0,0,0
RN7SL670P,0,0,0,0,0
RN7SL672P,0,0,0,0,8
RN7SL673P,0,0,0,0,0
RN7SL674P,0,0,0,0,0
RN7SL675P,0,0,0,0,0
RN7SL677P,0,0,0,0,0
RN7SL678P,0,0,0,1,0
RN7SL679P,0,0,0,0,0
RN7SL67P,0,0,2,0,0
RN7SL680P,0,0,0,0,0
RN7SL681P,0,0,0,0,0
RN7SL683P,0,0,0,0,0
RN7SL684P,0,0,0,4,0
RN7SL685P,0,0,0,0,0
RN7SL687P,0,0,0,0,0
RN7SL688P,0,0,0,2,0
RN7SL689P,17,35,20,16,27
RN7SL68P,7,6,4,6,5
RN7SL690P,0,0,0,0,0
RN7SL691P,0,0,0,0,0
RN7SL692P,0,0,0,0,0
RN7SL693P,0,2,0,2,0
RN7SL697P,0,0,0,0,0
RN7SL698P,0,0,0,0,0
RN7SL69P,0,0,0,0,0
RN7SL700P,0,0,0,0,0
RN7SL702P,0,0,0,0,0
RN7SL703P,0,0,0,0,0
RN7SL704P,2,4,0,4,0
RN7SL705P,0,0,0,0,0
RN7SL706P,0,0,0,0,0
RN7SL708P,9,0,0,0,2
RN7SL709P,0,0,0,0,0
RN7SL70P,0,0,0,0,0
RN7SL711P,0,0,0,0,0
RN7SL712P,0,0,0,0,0
RN7SL713P,0,0,0,0,0
RN7SL714P,0,0,0,0,0
RN7SL715P,0,0,0,0,0
RN7SL716P,0,0,0,0,0
RN7SL717P,0,0,0,0,0
RN7SL718P,0,0,0,0,0
RN7SL719P,0,0,0,0,0
RN7SL720P,0,0,0,0,0
RN7SL722P,0,0,0,0,0
RN7SL724P,0,0,0,0,2
RN7SL725P,0,0,0,0,0
RN7SL726P,0,0,0,0,0
RN7SL727P,0,0,0,0,0
RN7SL728P,0,0,0,0,0
RN7SL72P,0,0,0,0,0
RN7SL731P,0,0,0,0,0
RN7SL732P,0,0,0,0,0
RN7SL733P,0,0,0,0,0
RN7SL734P,0,0,0,0,0
RN7SL735P,0,0,4,0,0
RN7SL736P,2,0,0,0,0
RN7SL737P,0,0,0,0,0
RN7SL738P,5,3,9,0,6
RN7SL73P,0,0,0,0,0
RN7SL740P,0,0,0,0,0
RN7SL741P,0,0,0,0,0
RN7SL743P,0,0,0,0,0
RN7SL744P,0,1,1,0,0
RN7SL745P,0,0,0,0,0
RN7SL748P,2,0,0,2,2
RN7SL749P,0,2,0,0,4
RN7SL74P,0,0,0,0,0
RN7SL750P,0,1,0,0,0
RN7SL751P,0,0,0,0,0
RN7SL752P,0,1,0,0,2
RN7SL753P,0,0,1,0,4
RN7SL754P,0,0,0,0,0
RN7SL756P,0,0,0,0,0
RN7SL757P,0,0,0,0,0
RN7SL759P,0,0,0,0,0
RN7SL75P,6,2,1,0,0
RN7SL760P,0,2,0,0,0
RN7SL761P,0,0,0,0,0
RN7SL762P,1,0,0,0,0
RN7SL763P,0,0,0,0,0
RN7SL764P,0,0,0,0,0
RN7SL766P,0,0,0,0,0
RN7SL767P,0,0,0,0,0
RN7SL769P,0,0,0,0,0
RN7SL76P,0,2,0,0,0
RN7SL771P,0,0,0,0,0
RN7SL774P,0,0,0,0,0
RN7SL775P,9,0,2,0,0
RN7SL776P,0,0,0,0,0
RN7SL778P,0,0,0,0,0
RN7SL77P,0,0,0,0,0
RN7SL782P,0,0,0,0,0
RN7SL783P,0,0,0,0,0
RN7SL784P,0,0,0,1,0
RN7SL785P,0,0,0,0,0
RN7SL786P,0,0,0,0,0
RN7SL787P,0,0,0,0,0
RN7SL788P,0,0,0,0,0
RN7SL789P,2,0,0,0,0
RN7SL78P,0,0,6,0,0
RN7SL790P,0,0,0,0,0
RN7SL791P,0,0,0,0,0
RN7SL792P,0,0,0,0,0
RN7SL793P,0,0,0,0,0
RN7SL794P,0,0,0,0,1
RN7SL795P,0,0,0,0,0
RN7SL796P,0,0,0,0,0
RN7SL797P,0,0,0,0,0
RN7SL798P,0,0,0,0,0
RN7SL799P,0,2,2,0,0
RN7SL79P,0,0,0,0,0
RN7SL7P,0,0,0,0,0
RN7SL800P,0,0,0,0,0
RN7SL801P,0,0,0,0,0
RN7SL802P,0,0,0,0,0
RN7SL803P,0,0,0,0,0
RN7SL804P,0,0,0,1,0
RN7SL806P,3,0,0,3,0
RN7SL807P,0,0,0,0,0
RN7SL808P,0,0,0,0,0
RN7SL809P,11,1,0,3,2
RN7SL810P,0,0,0,0,0
RN7SL811P,0,0,0,0,0
RN7SL812P,1,7,6,2,4
RN7SL813P,0,0,0,0,0
RN7SL814P,0,0,0,0,0
RN7SL815P,0,3,0,0,0
RN7SL817P,0,0,0,0,0
RN7SL818P,0,0,0,0,0
RN7SL819P,0,0,0,0,0
RN7SL81P,48,36,24,36,50
RN7SL820P,0,0,0,0,0
RN7SL822P,0,0,0,0,0
RN7SL823P,0,0,0,0,0
RN7SL824P,0,0,0,0,0
RN7SL825P,0,0,4,0,0
RN7SL826P,0,0,0,0,0
RN7SL827P,2,3,1,0,4
RN7SL828P,0,0,0,0,0
RN7SL82P,0,0,0,0,0
RN7SL831P,0,0,0,0,0
RN7SL832P,38,6,7,11,10
RN7SL833P,0,6,0,0,1
RN7SL834P,23,14,3,6,12
RN7SL835P,0,0,0,0,0
RN7SL836P,0,0,0,0,0
RN7SL837P,0,0,0,0,0
RN7SL838P,0,3,0,5,0
RN7SL83P,0,0,0,0,0
RN7SL840P,0,0,0,0,0
RN7SL841P,0,0,0,0,0
RN7SL842P,0,0,0,0,0
RN7SL843P,0,0,0,0,0
RN7SL845P,0,0,0,0,0
RN7SL846P,0,0,0,0,0
RN7SL847P,0,0,0,0,0
RN7SL849P,0,0,0,1,0
RN7SL850P,2,0,0,0,0
RN7SL851P,1,0,1,0,0
RN7SL853P,0,0,0,0,0
RN7SL854P,0,0,0,0,0
RN7SL856P,0,0,0,0,0
RN7SL860P,0,0,0,0,0
RN7SL861P,7,8,3,13,0
RN7SL862P,1,0,0,1,2
RN7SL863P,0,0,0,0,0
RN7SL864P,2,0,0,0,0
RN7SL865P,0,0,0,0,0
RN7SL868P,0,0,0,0,0
RN7SL869P,0,0,0,0,0
RN7SL870P,0,0,0,0,0
RN7SL87P,0,0,0,0,0
RN7SL88P,0,0,0,0,0
RN7SL89P,0,0,0,0,0
RN7SL8P,0,0,0,0,0
RN7SL91P,0,0,0,0,0
RN7SL93P,0,0,0,0,0
RN7SL96P,0,0,0,0,0
RN7SL97P,0,0,0,0,0
RN7SL98P,0,0,0,0,0
RNA5-8SN1,0,0,1,0,0
RNA5-8SN2,0,0,0,0,0
RNA5-8SN3,0,0,0,0,0
RNA5-8SP2,0,0,0,0,0
RNA5-8SP4,0,0,0,0,0
RNA5-8SP5,0,0,0,0,0
RNA5-8SP6,0,0,0,0,0
RNA5-8SP7,0,0,0,0,0
RNA5S1,0,0,0,0,0
RNA5S10,0,0,0,0,0
RNA5S11,0,0,0,0,0
RNA5S12,0,0,0,0,0
RNA5S13,0,0,0,0,0
RNA5S14,0,0,0,0,0
RNA5S15,0,0,0,0,0
RNA5S16,0,0,0,0,0
RNA5S17,0,0,0,0,0
RNA5S2,0,0,0,0,0
RNA5S3,0,0,0,0,0
RNA5S4,0,0,0,0,0
RNA5S5,0,0,0,0,0
RNA5S6,0,0,0,0,0
RNA5S7,0,0,0,0,0
RNA5S8,0,0,0,0,0
RNA5S9,0,0,0,0,0
RNA5SP100,0,0,0,0,0
RNA5SP101,0,0,0,0,0
RNA5SP102,0,0,0,0,0
RNA5SP103,0,0,0,0,0
RNA5SP104,0,0,0,0,0
RNA5SP105,0,0,0,0,0
RNA5SP106,0,0,0,0,0
RNA5SP107,0,0,0,0,0
RNA5SP108,8,1,1,0,5
RNA5SP109,0,0,0,0,0
RNA5SP110,0,0,0,0,0
RNA5SP111,0,2,0,0,0
RNA5SP112,0,0,0,0,0
RNA5SP113,0,0,0,0,0
RNA5SP114,0,0,0,0,0
RNA5SP115,0,0,0,0,0
RNA5SP116,0,0,0,0,0
RNA5SP117,0,0,0,0,0
RNA5SP118,0,13,0,0,0
RNA5SP119,0,0,0,0,0
RNA5SP120,0,0,0,0,0
RNA5SP121,0,0,0,0,0
RNA5SP122,0,0,3,2,1
RNA5SP123,2,0,8,8,2
RNA5SP124,0,0,0,0,0
RNA5SP125,0,0,0,0,0
RNA5SP126,0,0,0,0,0
RNA5SP127,0,0,0,0,0
RNA5SP128,0,0,0,1,0
RNA5SP129,0,0,2,0,0
RNA5SP130,0,0,0,0,0
RNA5SP131,0,0,0,0,0
RNA5SP132,1,0,0,0,0
RNA5SP133,0,0,0,0,0
RNA5SP134,0,0,0,0,0
RNA5SP135,0,0,0,0,0
RNA5SP136,0,0,0,0,0
RNA5SP137,0,0,0,0,0
RNA5SP138,0,0,0,0,0
RNA5SP139,0,0,0,0,0
RNA5SP140,0,0,0,0,0
RNA5SP141,0,0,0,0,0
RNA5SP142,0,0,0,0,0
RNA5SP143,0,0,0,0,0
RNA5SP144,0,0,0,0,0
RNA5SP145,0,0,0,0,0
RNA5SP146,1,0,2,0,0
RNA5SP147,0,0,0,0,0
RNA5SP148,0,0,0,0,0
RNA5SP149,0,0,0,0,0
RNA5SP150,0,0,0,0,0
RNA5SP151,0,0,0,0,0
RNA5SP152,0,0,0,0,0
RNA5SP153,0,0,0,0,0
RNA5SP154,0,0,0,0,0
RNA5SP155,11,0,0,1,0
RNA5SP156,0,0,0,0,0
RNA5SP157,0,0,0,0,0
RNA5SP158,0,0,0,0,0
RNA5SP159,1,0,0,0,0
RNA5SP160,0,0,0,0,0
RNA5SP161,0,0,0,0,0
RNA5SP162,0,0,0,0,0
RNA5SP163,0,0,0,0,0
RNA5SP164,0,0,0,0,0
RNA5SP165,2,0,0,0,1
RNA5SP166,0,0,0,0,0
RNA5SP167,0,0,0,0,0
RNA5SP168,0,0,0,0,0
RNA5SP169,0,0,0,0,0
RNA5SP170,0,0,0,0,0
RNA5SP171,0,0,0,0,0
RNA5SP172,0,0,0,0,0
RNA5SP173,0,0,0,0,0
RNA5SP174,20,5,7,8,8
RNA5SP175,0,0,1,0,0
RNA5SP176,0,0,0,0,0
RNA5SP177,0,0,0,0,0
RNA5SP178,0,0,0,0,0
RNA5SP179,2,0,0,0,0
RNA5SP18,20,18,31,24,18
RNA5SP180,0,0,0,0,0
RNA5SP181,0,0,0,0,0
RNA5SP182,0,0,0,0,0
RNA5SP183,0,0,0,0,0
RNA5SP184,0,0,0,1,0
RNA5SP185,0,0,0,0,0
RNA5SP186,0,0,0,0,0
RNA5SP187,7,13,8,5,15
RNA5SP188,0,0,0,0,0
RNA5SP189,0,0,0,0,0
RNA5SP19,0,0,0,0,0
RNA5SP190,0,0,0,0,0
RNA5SP191,0,0,0,0,0
RNA5SP192,0,0,0,0,0
RNA5SP193,0,0,0,0,0
RNA5SP194,0,0,0,0,0
RNA5SP195,0,9,0,2,0
RNA5SP196,0,0,0,0,0
RNA5SP197,0,0,0,0,0
RNA5SP198,0,0,0,0,0
RNA5SP199,0,0,0,0,0
RNA5SP20,0,0,1,0,0
RNA5SP200,0,0,0,0,0
RNA5SP201,0,1,0,0,2
RNA5SP202,0,0,0,0,0
RNA5SP203,1,0,3,5,0
RNA5SP204,0,0,0,0,0
RNA5SP205,0,0,0,0,0
RNA5SP206,0,0,0,0,0
RNA5SP207,0,0,0,0,0
RNA5SP208,0,0,0,0,0
RNA5SP209,0,0,0,0,0
RNA5SP21,0,0,0,0,0
RNA5SP210,0,4,0,0,0
RNA5SP211,0,0,0,0,0
RNA5SP212,0,0,0,2,0
RNA5SP213,0,0,0,0,0
RNA5SP214,0,0,0,0,0
RNA5SP215,0,0,0,0,0
RNA5SP216,0,0,0,0,0
RNA5SP217,5,11,3,6,2
RNA5SP218,0,0,0,0,0
RNA5SP219,0,0,0,0,9
RNA5SP22,0,0,0,0,0
RNA5SP220,0,0,0,0,0
RNA5SP221,3,0,0,0,0
RNA5SP222,0,0,0,0,0
RNA5SP223,2,0,0,0,0
RNA5SP224,0,0,0,0,0
RNA5SP225,0,0,0,0,0
RNA5SP226,0,0,0,0,0
RNA5SP227,0,0,0,0,0
RNA5SP228,0,0,0,0,0
RNA5SP229,0,0,0,0,0
RNA5SP23,0,0,0,0,0
RNA5SP230,0,0,0,0,0
RNA5SP231,0,0,0,0,0
RNA5SP232,0,0,0,0,0
RNA5SP233,0,0,0,0,0
RNA5SP234,0,0,0,0,0
RNA5SP235,0,0,0,0,0
RNA5SP236,0,0,0,0,0
RNA5SP237,0,0,0,0,0
RNA5SP238,0,0,0,0,0
RNA5SP239,0,0,0,0,0
RNA5SP24,0,0,0,0,0
RNA5SP240,0,0,0,0,0
RNA5SP241,0,0,1,0,0
RNA5SP242,0,0,0,0,2
RNA5SP243,3,0,0,0,0
RNA5SP244,0,0,0,0,0
RNA5SP245,0,0,4,2,0
RNA5SP246,0,0,0,0,0
RNA5SP247,0,0,0,0,0
RNA5SP248,0,0,0,0,0
RNA5SP249,0,0,0,0,0
RNA5SP25,0,0,0,0,0
RNA5SP251,0,0,0,0,0
RNA5SP252,0,0,0,0,0
RNA5SP253,0,0,0,0,0
RNA5SP254,0,0,0,0,0
RNA5SP255,0,0,0,0,0
RNA5SP256,0,0,0,0,0
RNA5SP257,0,0,0,0,0
RNA5SP258,0,0,0,0,0
RNA5SP259,0,0,0,0,0
RNA5SP26,0,0,0,0,0
RNA5SP260,0,0,0,0,0
RNA5SP261,0,0,0,0,0
RNA5SP262,0,0,0,0,0
RNA5SP263,0,0,0,0,0
RNA5SP264,0,0,0,0,0
RNA5SP265,0,0,0,0,0
RNA5SP266,0,0,0,0,0
RNA5SP267,0,0,0,0,0
RNA5SP268,6,3,2,5,4
RNA5SP269,0,0,0,0,0
RNA5SP27,0,0,0,0,0
RNA5SP270,0,0,0,0,0
RNA5SP271,0,0,0,0,0
RNA5SP272,0,0,0,0,0
RNA5SP273,0,0,0,0,0
RNA5SP274,0,0,0,0,0
RNA5SP275,0,0,0,0,0
RNA5SP276,0,0,0,0,0
RNA5SP277,0,0,0,2,0
RNA5SP278,0,0,0,0,0
RNA5SP279,0,0,0,0,0
RNA5SP28,0,0,0,0,0
RNA5SP280,0,0,0,0,0
RNA5SP281,0,0,0,0,0
RNA5SP282,0,0,0,0,0
RNA5SP283,302,184,152,120,158
RNA5SP284,2,0,0,2,2
RNA5SP285,0,0,0,0,0
RNA5SP286,0,0,0,0,0
RNA5SP287,0,0,0,0,0
RNA5SP288,0,0,0,0,0
RNA5SP289,0,3,0,0,0
RNA5SP29,0,0,0,0,0
RNA5SP290,5,4,8,3,3
RNA5SP291,0,0,0,0,0
RNA5SP292,0,0,0,0,0
RNA5SP293,0,0,0,0,0
RNA5SP294,0,0,0,0,0
RNA5SP295,0,1,0,0,0
RNA5SP296,0,0,0,0,1
RNA5SP297,0,0,0,0,0
RNA5SP298,1,0,0,0,2
RNA5SP299,0,0,0,0,0
RNA5SP30,0,0,0,0,0
RNA5SP300,0,0,0,0,0
RNA5SP301,0,0,2,0,0
RNA5SP302,0,0,0,0,0
RNA5SP303,0,0,0,0,0
RNA5SP304,0,0,0,0,0
RNA5SP305,0,0,1,0,0
RNA5SP306,0,0,0,0,0
RNA5SP307,0,0,0,0,0
RNA5SP308,0,0,0,0,0
RNA5SP309,0,0,0,1,0
RNA5SP31,4,0,0,0,0
RNA5SP310,5,2,4,0,1
RNA5SP311,10,4,13,3,5
RNA5SP312,2,2,2,0,0
RNA5SP315,0,0,0,0,0
RNA5SP317,4,19,11,12,11
RNA5SP318,0,0,0,0,0
RNA5SP319,0,0,0,0,0
RNA5SP320,0,0,0,0,0
RNA5SP321,0,0,0,0,0
RNA5SP322,0,0,0,0,0
RNA5SP323,22,1,0,2,1
RNA5SP324,0,0,0,0,0
RNA5SP325,0,0,0,0,0
RNA5SP326,0,0,0,0,0
RNA5SP327,0,0,0,0,0
RNA5SP328,0,0,0,0,0
RNA5SP329,0,0,0,0,0
RNA5SP33,0,0,0,0,0
RNA5SP330,0,0,0,0,0
RNA5SP331,0,0,0,0,0
RNA5SP332,0,0,0,0,0
RNA5SP333,0,0,0,0,0
RNA5SP334,0,0,0,0,0
RNA5SP335,0,0,0,0,0
RNA5SP336,0,0,0,0,0
RNA5SP337,0,0,0,0,0
RNA5SP338,0,0,0,0,0
RNA5SP339,0,0,0,0,0
RNA5SP34,0,0,0,0,0
RNA5SP340,0,0,0,0,0
RNA5SP341,0,0,0,0,0
RNA5SP342,0,0,0,0,0
RNA5SP343,0,0,0,0,0
RNA5SP344,0,0,1,0,0
RNA5SP345,0,0,0,0,1
RNA5SP346,0,0,0,0,0
RNA5SP347,0,0,0,0,0
RNA5SP349,0,0,0,0,0
RNA5SP35,0,0,0,0,0
RNA5SP350,0,0,0,0,0
RNA5SP351,0,0,0,0,0
RNA5SP352,0,0,0,0,0
RNA5SP353,0,0,0,0,0
RNA5SP354,0,0,0,0,1
RNA5SP355,0,0,0,0,0
RNA5SP356,0,0,0,0,0
RNA5SP357,0,0,0,0,0
RNA5SP358,0,0,0,0,0
RNA5SP359,0,0,0,0,0
RNA5SP36,0,0,0,0,0
RNA5SP360,0,0,0,0,0
RNA5SP361,0,0,0,0,0
RNA5SP362,0,0,0,0,0
RNA5SP363,0,0,0,0,0
RNA5SP364,0,2,0,0,0
RNA5SP365,0,0,0,0,0
RNA5SP366,0,0,0,0,0
RNA5SP367,1,0,0,0,0
RNA5SP368,0,0,0,0,0
RNA5SP369,0,0,0,0,0
RNA5SP37,4,2,9,2,2
RNA5SP370,1,0,0,0,1
RNA5SP371,0,0,0,0,0
RNA5SP372,0,0,0,0,0
RNA5SP373,0,0,0,0,0
RNA5SP374,0,0,0,0,0
RNA5SP375,0,0,0,0,0
RNA5SP376,0,0,0,0,0
RNA5SP377,0,0,0,0,0
RNA5SP378,0,0,0,0,0
RNA5SP379,0,2,2,0,1
RNA5SP38,0,0,0,0,0
RNA5SP380,0,0,0,0,0
RNA5SP382,0,1,0,0,0
RNA5SP383,4,9,5,7,6
RNA5SP384,0,0,0,0,0
RNA5SP385,4,9,2,14,18
RNA5SP386,0,0,4,0,4
RNA5SP387,0,0,0,0,0
RNA5SP388,0,0,0,0,0
RNA5SP389,0,0,0,0,0
RNA5SP39,0,0,3,2,0
RNA5SP390,0,0,0,0,0
RNA5SP391,0,0,0,0,0
RNA5SP392,0,0,0,0,0
RNA5SP393,0,0,0,0,0
RNA5SP394,0,0,0,0,0
RNA5SP395,0,0,2,0,0
RNA5SP396,0,0,0,0,0
RNA5SP397,0,0,0,0,0
RNA5SP399,0,0,0,0,0
RNA5SP40,0,0,0,0,0
RNA5SP400,0,0,0,0,0
RNA5SP401,0,0,0,0,0
RNA5SP402,0,0,0,0,0
RNA5SP403,0,0,0,0,0
RNA5SP404,0,0,0,0,0
RNA5SP405,0,0,0,0,0
RNA5SP406,0,0,0,0,0
RNA5SP407,0,0,0,0,0
RNA5SP408,0,0,0,0,0
RNA5SP409,0,0,0,0,0
RNA5SP41,0,0,0,0,0
RNA5SP410,0,0,0,0,0
RNA5SP411,0,0,0,0,0
RNA5SP412,0,0,0,0,0
RNA5SP413,0,0,0,0,0
RNA5SP414,0,0,0,0,0
RNA5SP415,0,0,0,0,0
RNA5SP416,0,0,0,0,0
RNA5SP417,0,0,0,0,0
RNA5SP418,0,0,0,0,0
RNA5SP419,0,0,0,0,0
RNA5SP42,0,0,0,0,0
RNA5SP420,0,0,0,0,0
RNA5SP421,0,0,0,0,0
RNA5SP422,0,0,0,0,0
RNA5SP423,0,0,0,0,0
RNA5SP425,0,0,0,0,0
RNA5SP426,0,0,0,0,0
RNA5SP427,0,0,0,0,0
RNA5SP428,0,0,0,0,0
RNA5SP429,0,0,0,0,0
RNA5SP43,0,0,0,0,0
RNA5SP430,0,0,0,0,0
RNA5SP431,0,0,0,0,0
RNA5SP432,0,0,0,0,0
RNA5SP433,0,0,0,0,0
RNA5SP434,5,3,1,0,0
RNA5SP435,0,2,2,0,0
RNA5SP436,0,0,0,0,0
RNA5SP437,0,0,0,0,0
RNA5SP438,0,0,0,0,0
RNA5SP439,0,0,0,0,0
RNA5SP44,0,0,0,0,0
RNA5SP440,0,2,0,0,0
RNA5SP441,0,0,0,0,0
RNA5SP442,0,0,0,0,0
RNA5SP443,0,0,0,0,0
RNA5SP444,0,0,0,0,0
RNA5SP445,0,0,0,0,0
RNA5SP446,0,0,0,0,0
RNA5SP447,0,0,0,0,0
RNA5SP448,0,0,0,0,0
RNA5SP449,0,1,0,0,0
RNA5SP45,0,0,0,0,0
RNA5SP450,4,0,0,0,0
RNA5SP451,0,0,0,0,0
RNA5SP452,0,1,0,0,2
RNA5SP453,0,0,0,0,0
RNA5SP454,0,0,0,0,0
RNA5SP455,0,0,0,0,0
RNA5SP456,0,0,0,0,0
RNA5SP457,0,0,0,0,0
RNA5SP458,0,0,0,0,0
RNA5SP459,0,0,0,0,0
RNA5SP46,0,0,0,0,0
RNA5SP460,0,0,0,0,0
RNA5SP461,0,0,0,0,0
RNA5SP462,0,0,0,0,0
RNA5SP464,0,0,0,0,0
RNA5SP465,2,0,0,0,1
RNA5SP466,0,0,0,1,0
RNA5SP467,0,0,1,1,0
RNA5SP468,0,0,0,0,0
RNA5SP469,0,0,0,0,0
RNA5SP47,0,0,0,0,0
RNA5SP470,0,0,0,0,0
RNA5SP471,0,0,0,0,0
RNA5SP472,0,0,0,0,0
RNA5SP473,1,0,4,0,0
RNA5SP474,1,0,0,2,0
RNA5SP475,0,0,0,0,0
RNA5SP476,0,0,0,0,0
RNA5SP477,0,0,1,1,1
RNA5SP478,0,0,0,0,0
RNA5SP479,0,0,0,0,1
RNA5SP48,1,0,0,0,0
RNA5SP480,0,0,0,0,0
RNA5SP481,0,0,0,0,0
RNA5SP482,0,0,0,0,0
RNA5SP483,0,0,0,0,0
RNA5SP484,0,0,0,0,0
RNA5SP485,0,0,0,0,0
RNA5SP486,0,0,0,0,0
RNA5SP487,0,0,0,0,0
RNA5SP488,1,2,0,0,2
RNA5SP489,0,0,0,0,0
RNA5SP49,0,0,0,0,0
RNA5SP490,2,0,6,0,0
RNA5SP491,0,8,0,0,1
RNA5SP492,0,0,0,0,0
RNA5SP493,0,0,0,0,0
RNA5SP494,0,0,0,0,0
RNA5SP495,0,0,0,0,0
RNA5SP496,0,0,0,0,0
RNA5SP497,0,0,0,0,0
RNA5SP498,0,0,0,0,0
RNA5SP499,0,0,0,0,0
RNA5SP50,0,0,0,0,0
RNA5SP500,0,0,2,0,0
RNA5SP501,0,0,0,0,0
RNA5SP502,0,0,0,0,0
RNA5SP503,0,0,0,0,0
RNA5SP504,0,0,0,0,0
RNA5SP505,0,0,0,0,0
RNA5SP507,2,0,0,0,1
RNA5SP508,0,0,0,0,0
RNA5SP509,0,0,0,0,0
RNA5SP51,0,0,0,0,0
RNA5SP510,0,0,0,0,0
RNA5SP511,0,0,0,0,0
RNA5SP512,0,0,0,0,0
RNA5SP513,0,0,0,0,0
RNA5SP514,0,0,0,0,0
RNA5SP515,0,0,0,0,0
RNA5SP516,0,0,0,0,0
RNA5SP517,0,0,0,0,0
RNA5SP518,0,0,0,0,0
RNA5SP519,0,0,0,0,0
RNA5SP52,0,0,0,0,0
RNA5SP520,0,0,0,0,0
RNA5SP521,0,0,0,0,0
RNA5SP522,0,0,0,0,0
RNA5SP523,0,0,0,0,0
RNA5SP524,0,0,0,0,0
RNA5SP525,0,0,0,0,0
RNA5SP526,0,0,0,0,0
RNA5SP527,0,0,0,0,0
RNA5SP528,0,0,0,2,0
RNA5SP529,0,0,0,0,0
RNA5SP53,0,4,0,0,0
RNA5SP530,10,2,3,6,12
RNA5SP531,0,0,0,0,0
RNA5SP532,3,0,0,2,0
RNA5SP533,0,0,0,0,0
RNA5SP534,1,0,0,0,0
RNA5SP535,1,0,0,0,0
RNA5SP536,0,0,0,0,0
RNA5SP54,0,0,0,0,0
RNA5SP55,0,0,0,0,0
RNA5SP56,0,0,0,0,0
RNA5SP57,0,0,0,0,0
RNA5SP59,0,0,0,0,0
RNA5SP60,0,0,0,0,0
RNA5SP61,0,0,0,0,0
RNA5SP62,0,0,0,0,0
RNA5SP63,0,0,0,0,0
RNA5SP64,0,0,0,0,0
RNA5SP65,0,0,0,0,0
RNA5SP66,0,0,0,0,0
RNA5SP67,0,0,0,0,0
RNA5SP68,0,0,0,0,0
RNA5SP69,3,0,0,0,0
RNA5SP70,0,0,0,0,0
