"","SYMBOL","HH07","HH17","HH18","HH19","HH27"
"12694","HINT1",11277,8693,9987,7540,10493
"12695","DTWD2",100,347,336,148,260
"12696","VPREB1",0,0,0,0,0
"12697","CLIC3",1788,1361,1309,231,125
"12698","INO80E",2970,2838,1841,1681,1872
"12699","BNC1",2272,1206,826,504,1587
"12700","DFFB",290,309,297,245,337
"12701","NFU1",2215,1851,1790,1670,1640
"12702","ANTXR1",27707,31891,27855,20010,12977
"12703","GKN1",0,0,2,0,0
"12704","CKAP2L",4002,432,304,560,1182
"12705","C15orf40",1281,1270,1184,1098,974
"12706","RAMAC",452,386,239,255,269
"12707","PROKR1",0,0,0,0,0
"12708","APLF",225,370,228,235,217
"12709","BOLA2B",26,36,32,24,56
"12710","RGPD8",281,298,181,175,174
"12711","HIC2",584,410,300,362,570
"12712","LUZP1",4797,5826,6428,3751,5707
"12713","HEXD",373,697,469,442,484
"12716","DRD5",0,0,0,0,0
"12717","BUB1",5923,615,509,653,1168
"12718","SPNS1",35,52,50,62,37
"12719","LRRC45",1121,411,436,406,524
"12720","CHRNA5",65,6,4,0,68
"12721","MT1B",0,1,0,0,0
"12722","CENPX",3317,1243,1453,1384,1716
"12723","AGPAT2",2416,2825,2294,2033,1105
"12724","ASPSCR1",2060,1924,1849,1439,2251
"12725","GP9",0,0,0,0,0
"12726","FASN",23611,13635,17157,15055,18915
"12727","CNBP",17717,14073,12556,13165,12592
"12728","MT1E",4298,2846,1270,3444,4531
"12729","ACTRT2",0,0,0,0,0
"12730","DUS1L",3683,2352,2639,1904,2466
"12731","GPS1",5936,4746,4767,3690,4532
"12732","RFNG",2227,2542,2250,1894,2043
"12733","DCXR",2616,1738,1710,1400,1834
"12734","ZNF32",758,769,715,681,526
"12735","LDB2",3209,704,1011,1102,1102
"12736","RAC3",322,185,285,152,592
"12737","NRG4",4,5,6,7,3
"12738","LIMS1",6917,6836,8699,6066,8160
"12739","TMEM266",42,67,37,64,38
"12740","NLGN1",1754,1618,1556,1230,1273
"12741","TAPT1",1175,1179,969,713,876
"12742","PRY",0,0,0,0,0
"12743","UGP2",12085,12160,9851,7364,10321
"12744","TAS2R1",0,272,15,14,0
"12745","LINGO1",14,4,10,4,10
"12746","PRY",0,0,0,0,0
"12747","RBMY1A1",0,0,0,0,0
"12748","RBMY1F",0,0,0,0,0
"12749","RBMY1D",0,0,0,0,0
"12750","RBMY1J",0,0,0,0,0
"12751","PRY",0,0,0,0,0
"12752","PRY2",0,0,0,0,0
"12754","HNRNPF",18300,12479,10690,11902,12119
"12755","BTD",1459,1248,1437,1227,1524
"12756","CSGALNACT2",2458,4105,3238,2633,2882
"12757","TACR3",0,4,0,0,2
"12758","GSX1",0,0,0,0,0
"12760","PCDH7",1026,506,2936,363,136
"12761","ROBO1",2960,2699,3190,2472,4445
"12762","ONECUT1",2,0,0,0,6
"12763","AVEN",1923,1341,1790,1149,1979
"12764","P2RY1",70,42,36,34,0
"12765","CTNND2",0,4,0,0,2
"12766","TRIM56",5764,9147,6276,6099,5338
"12767","MUC17",0,0,0,0,0
"12768","AHSP",0,0,0,0,0
"12769","WNT10B",40,6,22,30,80
"12770","CALML6",32,64,96,76,36
"12771","REPS2",10,14,42,34,10
"12772","MUC3A",0,0,0,0,0
"12773","SYAP1",5304,4455,3915,3455,4131
"12774","ITGAM",0,0,0,0,0
"12775","PYDC1",0,0,0,0,0
"12776","TPST1",3308,4793,4265,3236,3370
"12777","TM4SF4",4,0,2,0,8
"12778","TOR1AIP2",4099,3819,3244,2702,2791
"12779","S100G",0,0,0,0,0
"12780","TM4SF1",8059,386,1549,466,374
"12781","OTUD3",2436,704,745,1214,982
"12782","OTUD7A",24,42,24,42,12
"12783","GUSB",4730,1971,2063,2450,2670
"12784","BRD3",2054,2334,1637,1490,1815
"12785","KLF13",5176,3831,4247,3077,5531
"12786","FRMPD4",26,244,312,50,131
"12787","ZFPM2",708,347,214,474,136
"12788","ZNF764",413,357,346,254,315
"12789","HSFY1",0,0,0,0,0
"12790","HSFY2",0,0,0,0,0
"12791","ZNF747",258,311,299,205,273
"12792","ZNF768",2021,1579,1226,1190,1331
"12793","TAS1R3",32,24,18,10,14
"12794","TMEM42",1213,1201,911,937,698
"12795","MAP3K2",5221,4347,3009,3110,3479
"12796","PUSL1",724,640,737,542,659
"12797","SF3B5",5071,3594,3358,3095,3816
"12798","ZNF35",523,438,459,340,528
"12799","TIGD4",7,20,10,2,12
"12800","IFFO2",1866,945,1069,961,1729
"12801","NLGN2",5070,6468,5493,4285,4248
"12802","MYO7B",102,25,9,7,60
"12803","CHD3",11785,19305,17703,10582,16395
"12804","TMEM154",1301,479,580,666,262
"12805","MYRIP",192,359,47,12,20
"12806","ALCAM",26881,11777,10127,6673,23006
"12807","YWHAG",20684,18221,17972,11538,19898
"12808","UBE2E3",11236,5233,3816,4549,3369
"12809","CNTROB",4801,1808,1798,1617,2041
"12810","TRAPPC1",6186,4280,4355,3325,4739
"12811","ZPLD1",0,21,0,4,0
"12812","KCNAB3",97,41,34,33,110
"12813","SERPINA9",0,0,0,0,0
"12814","FAM153A",0,0,0,0,0
"12815","GPR37L1",6,6,2,6,2
"12816","SIMC1",703,457,363,342,456
"12817","TMEM192",1717,2715,2265,1706,1785
"12818","LOC728554",693,262,580,234,510
"12819","NSG2",2,0,0,0,0
"12820","SPDYE5",35,58,31,27,43
"12821","SERPINA6",0,0,0,0,0
"12822","ZNF778",863,469,401,423,549
"12823","NIPA1",1307,1478,1472,864,930
"12824","FOXD4",20,46,13,18,12
"12825","GPR25",0,0,0,0,0
"12826","UBE2E1",4190,5046,4738,4049,4655
"12827","HNRNPA3",32121,17877,15095,17217,22025
"12828","SIK2",3631,4198,2852,2646,2148
"12830","RNF150",910,1982,2200,832,3253
"12831","CCDC144A",914,12,173,17,141
"12832","LOC728673",58,54,69,59,27
"12833","VGLL2",0,0,0,0,2
"12835","HOXD4",95,99,42,57,139
"12836","CHRNB1",222,402,198,242,265
"12837","HOXD12",10,4,0,8,2
"12838","GYPA",2,0,1,0,0
"12839","USP38",1801,1745,1562,1339,1334
"12840","SLC16A5",1478,769,890,689,592
"12841","NANP",1182,913,863,767,1302
"12842","ANKK1",0,1,0,0,0
"12843","ADRA1B",604,265,185,131,228
"12844","ADPRM",285,572,699,439,514
"12845","FABP6",0,2,0,0,2
"12846","PWWP2A",1433,762,858,701,992
"12847","USP50",0,4,7,0,0
"12848","USP47",6097,6661,4881,4048,5575
"12849","PDCD6IP",14677,14114,10839,10998,9224
"12850","MRGPRX1",0,0,0,0,0
"12851","ZNF212",751,749,547,541,674
"12852","MRAP",2,2,2,1,0
"12853","FAM161A",234,130,72,155,181
"12854","ZNF282",2789,2765,2539,1932,2402
"12855","GLB1",5641,7023,7879,8206,7823
"12856","GON7",910,595,520,549,461
"12857","FAXDC2",502,1002,500,885,205
"12858","CRTAP",18503,21467,21891,18088,18865
"12859","HSPB2",44,18,27,13,5
"12860","C7orf33",0,0,0,0,0
"12861","CNGB3",2,0,8,0,1
"12862","SLN",0,0,0,0,0
"12863","ELP5",1703,1845,1608,1458,1533
"12864","CMTM8",33,14,26,0,2
"12865","GABARAP",37,37,58,34,32
"12866","LGALS9B",12,0,0,0,0
"12867","STX8",1195,1251,942,1153,1025
"12868","CDK1",5822,888,787,910,1659
"12869","UBB",20510,17628,17184,14992,18957
"12870","NFRKB",1432,1197,982,887,945
"12871","FABP4",6,4,36,0,2
"12872","FRMPD2",0,0,0,0,0
"12873","PRDM10",929,696,636,569,713
"12874","B3GNT2",1099,946,964,464,968
"12875","FOS",148,190,170,82,36
"12876","TMED10",21044,20490,19702,18256,19426
"12877","OR2A20P",21,26,27,4,5
"12878","SETMAR",681,792,894,667,571
"12879","SMAD1",868,1003,597,603,622
"12880","CST5",1,0,2,0,0
"12881","CST2",0,4,0,0,0
"12882","EMX2",4653,4939,1963,3785,2304
"12883","CST1",0,3,0,0,0
"12884","SP7",2,2,1,0,4
"12885","TCAF2",60,138,51,106,63
"12886","SEMA3E",14,212,6,88,6
"12887","LRRN2",0,14,10,14,0
"12888","SLC30A1",4159,4549,4098,3216,2539
"12889","DCLK2",870,475,1342,528,2157
"12890","ZNF804A",50,252,115,0,8
"12892","GPRC5C",2,7,26,6,2
"12893","TMEM182",75,210,164,66,122
"12894","VSTM2A",0,0,0,0,0
"12895","KRT8",335,48,597,147,115
"12896","KRT78",0,0,0,0,0
"12897","ADORA2B",307,142,169,76,181
"12898","SDR9C7",0,0,0,0,0
"12899","MGMT",1774,1061,561,1174,1155
"12900","METTL7B",38,5,18,20,4
"12901","KRT86",15,82,5,9,6
"12902","HARS1",7219,4208,4341,4150,4543
"12903","NFXL1",462,376,393,279,456
"12904","KRT75",0,0,0,0,2
"12905","DENND5B",1636,1709,1202,1383,2083
"12906","CD14",96,16,182,73,72
"12907","DNAJC18",927,1076,908,915,1096
"12908","KRT6C",0,0,0,0,0
"12909","RIOX1",1018,627,657,477,814
"12910","SPATA24",187,133,134,208,126
"12911","RALGAPB",5538,5185,4657,4087,4274
"12912","PYM1",1895,1424,1441,1349,1513
"12913","MZB1",2,0,0,0,0
"12914","KRT4",4,49,0,8,8
"12915","SLC23A1",34,18,21,18,17
"12916","KRT74",0,0,0,0,0
"12917","NPAS2",680,776,1058,731,1328
"12918","KRT72",0,0,0,0,0
"12919","KISS1",2,0,0,2,10
"12920","LONRF2",2,4,12,18,0
"12921","NUDT9",1475,2808,2202,1521,1734
"12922","HSD17B13",5,4,0,2,0
"12923","PA2G4",5695,2667,2739,2349,3445
"12924","COX7B2",0,0,0,0,0
"12925","ELOVL6",2698,1191,2617,1025,2930
"12926","KRT83",0,0,0,0,0
"12927","PFKFB3",6527,1594,1641,1538,2752
"12928","TMC7",194,50,87,48,62
"12929","ARL6IP1",12572,3227,3095,2890,3549
"12930","SERPINB9",345,264,292,182,86
"12931","SMAGP",1769,783,760,613,951
"12932","IRX1",1003,841,1,811,384
"12933","CDH2",6584,3178,6660,7837,7656
"12934","IRX2",2383,1506,747,1785,1644
"12935","EMB",60,10,80,2,2291
"12936","SIX2",34,134,22,40,4
"12937","DLGAP1",92,24,39,42,8
"12938","STAT2",7382,22771,15492,14390,8554
"12939","NUDCD2",2705,2075,1569,1424,1509
"12940","IRF2BP1",2253,2060,1512,1262,1748
"12941","OR9K2",0,0,0,0,0
"12942","HSPA4",11790,9229,10756,8682,9079
"12943","FOXA3",1,0,2,0,4
"12944","FAM71B",0,0,0,0,0
"12945","SLC26A5",15,1,2,1,2
"12946","COMMD5",1958,1822,1739,1490,1350
"12947","SGCD",5443,18118,7658,9560,18489
"12948","GTSF1",2232,0,0,0,0
"12949","DPY19L2P2",436,171,106,120,98
"12950","ZNF16",287,384,418,352,355
"12951","ARMC10",1974,1913,1489,1360,1407
"12952","RNF34",3280,2049,1751,1868,2057
"12953","ACYP2",581,751,929,685,463
"12954","TRABD",2056,1344,1411,1032,1430
"12955","ATF7",1503,1028,1084,969,1201
"12956","RASA4B",23,2,7,5,0
"12957","SOCS6",3820,2536,1812,2071,2126
"12958","CAVIN4",181,98,111,78,118
"12959","OR10A3",0,0,6,4,2
"12960","ZNF296",57,24,5,15,20
"12962","HOXB9",2,4,706,4,34
"12963","TTLL6",0,0,4,2,0
"12964","POLH",2877,2609,1817,1714,1677
"12965","SYT9",10,0,0,4,8
"12966","KCNS3",628,165,59,175,96
"12967","RBMXL2",2,2,0,0,0
"12968","KIF5B",22432,13769,12551,9418,15021
"12969","GPR37",2,33,0,0,0
"12970","AKAP13",4644,4494,4206,3522,3651
"12971","TPD52L3",0,0,0,0,0
"12972","CDCA4",3139,1024,780,728,1739
"12973","OR10A4",2,2,0,0,0
"12974","SDR16C5",0,0,0,0,0
"12975","DYDC1",0,0,0,0,0
"12976","OR10A2",0,0,4,0,0
"12977","CHCHD7",1542,1480,1931,1501,1953
"12978","HTRA3",1340,1645,116,1215,1469
"12979","FOXN2",2084,1353,1079,1176,1230
"12980","LMOD2",0,0,0,0,0
"12981","BFSP2",2,0,0,0,0
"12982","FSHR",0,0,2,0,0
"12983","CELP",4,0,0,0,0
"12984","USP32",4946,6077,3967,4201,4879
"12985","CEL",67,54,42,36,29
"12986","PPM1D",879,1216,958,866,944
"12987","GPR27",0,5,6,0,16
"12988","LOC93622",1031,698,841,630,632
"12989","PSG6",9,18,19,9,0
"12990","KBTBD2",3393,2070,2148,1870,2793
"12991","RIOX2",2069,1589,1511,1238,1895
"12992","TRIAP1",2470,2375,2362,1880,2064
"12993","LILRP2",0,0,0,0,0
"12994","LSM3",4886,3328,2917,2573,3327
"12995","KIAA0232",2785,4641,3586,2926,3025
"12996","MTSS1",136,191,1192,198,108
"12997","TMEM43",10989,15319,9224,8962,7963
"12998","RNF139",1941,2019,1644,1519,1765
"12999","RPS9",59088,63427,61828,52719,56222
"13000","PLA2G1B",0,6,8,12,4
"13001","CYTL1",157,144,8,427,6
"13002","TSEN34",2495,2495,2391,1725,2153
"13003","TRH",4,31,16,4,2
"13004","GSTA4",828,1418,880,952,1536
"13005","MSANTD4",1524,1970,1693,1505,1567
"13006","NDUFA3",1836,1759,1976,1586,2058
"13007","OSCAR",140,86,58,98,98
"13008","PAQR8",735,464,354,292,229
"13009","NUDT6",390,180,137,165,121
"13011","OR7G3",0,0,0,0,0
"13012","TANC2",3847,2052,2001,2715,3410
"13013","OR7G2",0,0,0,0,0
"13014","TEX13B",0,0,0,0,0
"13015","PKHD1",0,0,0,0,0
"13016","OR1M1",0,0,0,0,0
"13017","NCBP2L",1,0,0,1,0
"13018","DNAJC24",1296,1035,1136,840,1044
"13019","MBD3L1",0,1,0,0,0
"13020","ZNF160",1234,1629,1290,1125,1095
"13021","PGK2",0,0,0,0,0
"13022","OR8B12",0,0,0,0,0
"13023","ZNF415",220,345,286,184,406
"13024","CAVIN3",9118,5087,4512,4419,4578
"13025","CEACAM3",0,0,0,0,0
"13026","DCDC1",10,0,0,0,1
"13027","HAS2",11334,3034,3942,5814,8999
"13028","PDGFD",281,3288,723,1819,440
"13029","PLAC1",10,22,0,4,2
"13030","DDI1",0,2,0,10,0
"13031","LINC00208",0,0,0,0,0
"13032","S1PR1",122,476,988,1741,1063
"13033","HS6ST2",0,0,2,0,0
"13034","OR4D5",0,0,0,0,0
"13035","PYGO1",809,1437,755,832,871
"13036","LRRC8E",45,66,30,27,64
"13037","PKIA",470,180,358,105,199
"13038","XKR6",13,137,111,18,93
"13039","TSNARE1",365,629,398,393,414
"13040","FPR2",0,0,0,6,0
"13041","FPR1",16,0,2,8,14
"13042","PATE1",0,0,0,0,0
"13043","OR13H1",0,0,0,0,0
"13044","FEZ2",9225,5104,6267,4051,4255
"13045","SOX7",6,5,4,6,2
"13046","C8orf74",0,0,0,0,0
"13047","C11orf24",5025,4136,5813,3452,4624
"13048","FAM86JP",112,98,75,75,177
"13049","ALK",10,4,8,0,12
"13050","KYAT1",393,205,201,145,232
"13051","MTM1",883,650,596,468,524
"13052","SIGLEC17P",0,0,0,0,0
"13053","OBP2B",0,0,0,0,0
"13054","TRMT61B",702,643,568,406,465
"13055","INSR",930,1684,703,940,763
"13056","MFN1",3541,3281,3086,2929,3874
"13057","GIMAP8",2,0,0,0,4
"13058","HSFX1",0,2,14,4,0
"13059","NRTN",2,4,2,0,0
"13060","KCNMB3",42,59,92,66,24
"13061","FUT3",0,0,0,0,0
"13062","KCNG3",0,0,0,0,0
"13063","ATP6V0E2",695,865,521,217,583
"13064","PRKCE",1380,1042,1029,791,1124
"13065","OR2K2",0,0,0,0,0
"13066","JAGN1",1917,1640,1579,1381,1441
"13067","RLN3",0,0,0,0,0
"13068","TADA3",8033,5933,4748,4534,4952
"13069","SOCS5",6697,5376,8096,6878,4991
"13070","C1GALT1C1",1745,3188,1657,1448,1723
"13071","C9orf16",1642,1671,1670,1439,1781
"13072","MORN4",711,1089,764,594,647
"13073","ZNF672",1626,867,838,706,1017
"13074","ZNF692",861,795,700,558,464
"13075","NAIF1",843,674,598,523,489
"13076","RBKS",111,123,110,139,50
"13077","OR2M4",0,0,0,0,0
"13078","GRIK1",5,10,16,15,10
"13079","MUC7",0,0,0,0,0
"13080","OPRPN",0,0,2,0,0
"13081","SMR3B",0,0,0,0,0
"13082","TMEM126A",1634,1472,1229,1088,1677
"13083","TMEM126B",3265,3552,3043,2819,2830
"13084","TRIM8",11562,8850,7382,5726,6652
"13085","NETO2",661,144,604,193,1357
"13086","CSN3",0,0,0,0,0
"13087","CLDN20",15,8,7,11,10
"13088","CDC42BPG",6,14,18,8,14
"13089","SCAND1",2735,2300,2599,1889,2451
"13090","JUNB",2192,2980,2514,2132,3008
"13091","FAM241B",97,4,6,0,0
"13092","TMEM37",28,22,2,4,34
"13093","UGT2B7",0,0,6,0,0
"13094","LRG1",0,0,0,0,0
"13095","SHCBP1",8804,901,883,1080,2057
"13096","SOSTDC1",4,0,2,2,0
"13097","NPTX1",135,134,64,260,206
"13098","FAM98B",3590,2560,2206,2258,2923
"13099","ZNF439",318,503,338,350,334
"13100","ZNF440",640,544,486,431,488
"13101","GAA",3941,11336,7093,6204,3647
"13102","CANT1",8109,5061,4718,3704,4185
"13103","KCNK3",0,0,6,0,2
"13104","ZDHHC16",3180,2635,2478,1863,2337
"13105","CHST11",1754,917,894,1515,431
"13106","EXOSC1",1804,1570,1422,1393,1558
"13107","PGAM1",22141,18061,17096,15731,17921
"13108","CHD7",166,54,142,29,391
"13109","ESCO2",1403,256,193,199,374
"13110","KRT19",4089,3213,3619,3936,344
"13111","KRT15",63,12,16,5,18
"13112","LURAP1",87,85,44,45,40
"13113","KRT38",0,21,4,2,0
"13114","CLCN5",1034,2144,2302,1270,1264
"13115","TPPP",41,6,16,8,7
"13116","KCND3",157,3771,128,250,1216
"13117","APLN",227,154,50,148,106
"13118","KRTAP4-4",0,0,0,0,0
"13119","KRT13",3,0,2,0,0
"13120","XAGE3",0,0,0,0,0
"13121","KRT9",12,4,2,0,0
"13122","XAGE5",0,0,0,0,0
"13123","PDE7B",1254,1184,1153,772,555
"13124","MRPL36",1669,1241,1420,1202,1212
"13125","ZNF581",634,868,656,652,690
"13126","NAT1",630,355,320,320,181
"13127","KRT20",2,0,0,0,0
"13128","GLOD5",0,0,0,0,0
"13129","KSR2",2,2,0,1,30
"13130","ZNF524",521,591,501,493,362
"13131","MCC",1107,1869,1813,1132,871
"13132","KRT27",0,0,0,0,0
"13133","ZBTB26",550,519,441,414,429
"13134","CDK5R2",2,4,0,4,0
"13135","DSEL",10399,9830,11291,10111,3755
"13136","POLR1C",819,722,604,552,693
"13137","ASXL1",6752,5651,3965,3969,5523
"13138","OR1L6",0,0,0,0,0
"13139","DLK2",48,49,45,60,43
"13140","ZNF562",1659,1490,1177,890,1355
"13141","ZNF318",3575,2598,1922,1678,1898
"13142","ZNF561",1943,1811,1712,1375,1797
"13143","WIPF2",5084,5138,3917,3134,3966
"13144","HOPX",0,4,2,0,28
"13145","SPACA5B",0,0,0,0,0
"13146","OR1L3",0,2,0,0,0
"13148","NLRP5",0,0,0,0,0
"13149","LRRC8C",1305,256,339,202,494
"13150","SPACA5",0,0,0,0,0
"13151","RSL1D1",6162,6283,5495,5055,5515
"13152","LRRC8D",1309,688,1346,556,949
"13153","MROH2B",0,0,0,0,0
"13154","OR1L8",0,2,6,6,2
"13155","PPID",1411,1823,1681,1151,1235
"13156","OR1N2",0,0,0,0,0
"13157","COL24A1",42,72,212,68,330
"13158","ETFDH",1027,2077,1400,1084,1053
"13159","OR1N1",0,0,0,0,0
"13160","RXFP1",1,36,121,9,10
"13161","LPAR3",30,4,0,30,26
"13162","PTGER4",122,182,348,159,354
"13163","TBCA",6670,6219,5551,5496,5555
"13164","NEUROD2",0,0,0,2,0
"13165","MAP6",349,433,242,405,308
"13166","OTP",2,0,2,0,0
"13167","ECEL1",2,0,4,4,0
"13168","BCL2L1",3231,2538,3410,1565,2313
"13169","FGG",0,0,0,0,0
"13170","FGA",0,0,0,0,0
"13171","OR2AT4",0,0,0,0,0
"13172","FGB",0,0,0,0,0
"13173","PLRG1",5338,5337,4416,3961,4612
"13175","ZNF584",616,595,665,466,564
"13176","DSCAM",2,0,2,0,10
"13177","DNAI2",0,0,0,0,0
"13178","NMUR1",0,4,0,0,0
"13179","CLSTN1",12469,11906,11809,8307,11211
"13180","CXXC5",6980,5607,6890,4853,8411
"13181","ZNF274",1058,744,843,561,924
"13182","PIK3CD",842,952,748,895,2235
"13183","PTCRA",2,0,5,0,0
"13184","SLC25A33",830,769,571,543,774
"13185","ENC1",4687,1669,2095,1242,4807
"13186","SPSB1",886,1069,1144,1045,1225
"13187","P2RY6",115,8,30,42,16
"13188","BPTF",4367,4246,3362,3005,3685
"13189","S100Z",0,0,0,0,0
"13190","ZIK1",588,274,359,269,290
"13191","GPR82",0,4,4,0,0
"13192","NMRAL2P",129,683,412,93,318
"13193","GPR34",0,0,2,6,0
"13194","SHANK2-AS3",0,0,0,0,0
"13195","PLEKHG5",810,1301,1276,730,968
"13196","ATF7IP",2823,2772,2608,2166,2431
"13197","LKAAEAR1",10,2,0,2,8
"13198","RGS19",745,678,717,537,683
"13199","TCEA2",2440,2837,2752,2221,2018
"13200","DEFB4A",0,0,0,0,0
"13201","DEFB4B",0,0,0,0,0
"13202","ANO5",0,0,1,0,0
"13203","HDAC3",3606,2692,2613,2109,2549
"13204","SPATA46",0,0,0,2,0
"13205","GPHN",654,408,356,316,498
"13206","VAT1L",3685,202,842,1059,592
"13207","TMEM51",212,46,70,58,36
"13208","CAMTA1",2554,1836,1789,1822,2172
"13209","LGALS4",2,4,0,2,4
"13210","LRRC34",366,80,153,151,66
"13211","PAH",5,0,0,0,0
"13212","SPATA5L1",849,652,521,434,694
"13213","GATM",8,14,1,2,4
"13214","SYCE1",7,1,2,4,0
"13215","NXNL1",0,3,0,0,0
"13216","RASGRP4",1,21,2,7,3
"13217","NHLH1",11,2,0,4,14
"13218","SLFNL1",36,28,22,15,62
"13219","BCL2",454,550,332,288,511
"13220","RHNO1",2040,1388,1107,1143,1101
"13221","CTPS1",4639,1942,2239,1591,4780
"13222","UTF1",0,0,0,0,0
"13223","KNDC1",48,108,22,42,4
"13224","WDR87",0,0,0,0,0
"13225","METTL18",217,160,157,136,224
"13226","CFAP46",40,4,14,0,39
"13227","COL8A2",1799,5212,6021,3425,1662
"13228","PWWP2B",493,952,860,473,1011
"13229","PCDHB1",0,0,0,0,0
"13230","ZNF540",58,73,70,36,12
"13231","ANGPTL7",4,1,2,0,1
"13232","FBXL14",591,496,565,421,364
"13233","EXOSC10",3990,2062,2137,1934,2348
"13234","ZNF570",413,572,426,374,333
"13235","NINJ2",144,14,17,56,22
"13236","MLLT3",1022,580,558,635,508
"13237","FAM90A1",7,13,20,12,8
"13238","RRM2",3990,711,626,577,1650
"13239","TRAPPC12",3612,2925,3045,2149,2688
"13240","IFNB1",0,0,0,0,0
"13241","RPS21",14288,11531,11697,14211,13368
"13242","C3AR1",10,0,12,2,34
"13243","MRM3",539,482,356,300,303
"13244","PTEN",6032,6249,5117,5212,5738
"13245","RPS7",24649,21616,19999,22487,23183
"13246","PRND",0,6,0,0,0
"13247","RNASEH1",2950,1981,1776,1690,2117
"13248","PRNP",17713,22721,29767,12552,13836
"13249","KLF17",80,10,18,1,20
"13250","ADRA1D",318,144,74,428,144
"13251","FRMD5",480,311,261,263,297
"13252","AQP4",0,0,0,0,0
"13253","MIR31HG",455,220,346,190,166
"13254","CYP4F11",0,0,2,2,0
"13255","TLN2",7160,3342,2700,3701,3765
"13256","LGALS9C",0,0,0,0,0
"13257","TVP23B",3081,4169,2811,3024,2835
"13258","FBXW10",0,31,6,6,12
"13259","OR10H3",0,0,0,0,0
"13260","ZNF217",5831,4840,3687,6230,2324
"13261","OR10H2",0,0,0,0,0
"13262","SRGAP2C",1517,896,721,414,475
"13263","OR52A5",0,0,0,0,0
"13264","SCG2",220,176,2440,247,1273
"13265","ATPAF2",753,747,632,548,688
"13266","CYP4F22",0,0,0,0,0
"13267","FOXB1",0,0,0,0,0
"13268","PPIH",787,297,353,306,392
"13269","DRC3",128,184,100,132,77
"13270","ZNF57",96,86,85,90,101
"13271","SHLD1",156,192,129,133,100
"13273","JMJD1C",3248,4307,3187,3058,3796
"13274","LDHAL6B",0,10,9,32,12
"13275","SYNPO",1359,2862,1849,1773,1731
"13277","ZNF556",0,0,0,0,14
"13278","MAL",2,2,4,4,10
"13279","ZNF554",148,325,322,252,185
"13280","RAB33B",630,950,876,619,894
"13281","THOP1",4831,2187,2457,1680,2644
"13282","ANKRD20A4",5,0,0,0,0
"13283","REG3A",0,0,0,0,0
"13284","GAP43",104,14,68,48,103
"13285","REG1B",0,0,0,0,0
"13286","EPHX4",6,3,36,24,14
"13287","LAMB2",34739,55465,58803,43385,28726
"13288","USP19",3713,3736,2902,2505,2607
"13289","QARS1",8270,7844,7001,7346,6716
"13290","ORMDL3",3924,4922,5919,4189,3322
"13291","SERF1A",34,22,16,8,33
"13292","KLF11",734,824,340,768,610
"13293","LRRC15",13338,4494,4120,5428,4686
"13294","SMN1",666,444,362,358,732
"13295","EIF2AK3",1060,1074,1086,934,1023
"13296","TEX37",0,0,2,0,0
"13297","MOB3A",5609,4051,3588,3174,3400
"13298","KRCC1",2679,2771,2214,1986,1596
"13299","NME6",1651,1511,1099,1028,1215
"13300","CYCS",10084,6307,6492,5348,9499
"13301","CD8B",0,0,0,0,0
"13302","SLFN12",916,798,534,765,662
"13303","CALB2",24,8,172,40,52
"13304","SLC9C1",0,6,4,2,0
"13305","OR1A1",0,0,0,0,0
"13307","OR1A2",0,0,0,0,0
"13308","OR8I2",0,0,0,0,0
"13309","LCE1D",0,0,0,0,0
"13310","CCL11",0,4,2,0,0
"13311","FRMD3",492,38,138,14,517
"13312","SNTB1",1206,1764,3300,1420,2422
"13313","MTBP",764,175,200,187,270
"13314","TEFM",537,476,394,290,305
"13315","MRPL13",2778,1878,2103,1867,2012
"13316","MALT1",3905,4673,2429,3485,3958
"13317","PRL",0,8,2,12,0
"13318","ISG20",56,207,598,104,122
"13320","OR4C11",0,0,0,0,0
"13321","MBOAT1",388,180,117,113,495
"13322","OR8U1",0,0,0,0,0
"13323","ID4",3192,552,284,1001,853
"13324","OR4X2",0,0,0,0,0
"13325","GPR22",2,4,0,0,4
"13326","CXCR6",20,6,6,4,6
"13327","CEBPB",3729,5846,5534,5533,4475
"13328","AZU1",7,4,3,9,0
"13329","TPSAB1",0,0,0,0,0
"13330","ATOH1",0,0,0,0,0
"13331","PAIP1",5071,6218,4648,3909,4442
"13332","CLEC7A",0,0,0,0,0
"13333","C5orf34",575,144,197,138,181
"13334","C1QTNF4",0,0,4,0,14
"13335","SERHL",19,28,39,25,44
"13336","NEGR1",1192,3587,4910,1319,2518
"13337","ZNF131",2058,1774,1367,1445,1650
"13338","MACROD2",56,106,120,118,62
"13339","DPAGT1",2354,2271,2113,1608,1875
"13340","BSG",30309,32813,30468,24946,30548
"13341","HINFP",790,1076,710,686,748
"13343","CDY1",0,0,0,0,0
"13344","OR10V1",0,0,0,0,0
"13345","CERS6",981,861,767,764,1200
"13347","SPTLC3",187,207,464,48,235
"13349","COPRS",5222,3552,3444,3271,3965
"13350","TP53RK",1206,1233,1157,977,1228
"13351","B3GALT1",8,0,0,5,2
"13352","OR5A1",0,0,0,0,0
"13353","CLEC12A",0,9,0,16,0
"13354","OR5A2",0,0,0,0,0
"13355","BPGM",1199,1376,1628,846,1678
"13356","POP7",2453,1550,1616,1372,1747
"13357","ALG14",999,746,614,654,932
"13358","SUCLG2",5487,4308,3771,3411,3862
"13360","STARD5",365,396,474,304,242
"13361","CSDC2",739,181,1012,611,456
"13362","RCAN2",1738,10116,1670,6146,310
