"","SYMBOL","HH07","HH17","HH18","HH19","HH27"
"12037","STX3",1814,1797,1819,1427,1911
"12038","MRPL16",2917,1902,1685,1687,1795
"12039","PIP4K2C",772,1285,1045,1065,1577
"12040","MTMR10",2375,1718,1650,1253,1693
"12041","YWHAB",25794,20479,20943,17731,22083
"12042","MIR202HG",0,0,0,0,0
"12043","C15orf48",23,21,58,8,17
"12044","SCG5",608,207,2221,941,818
"12045","GREM1",271015,209907,298219,225848,378922
"12046","NYAP1",95,34,39,32,106
"12047","TSC22D4",4446,3556,3630,2290,3051
"12048","MS4A6E",0,0,0,0,0
"12049","MS4A7",0,0,0,0,0
"12050","MS4A14",0,0,0,0,0
"12051","MS4A5",0,0,0,0,0
"12052","DIS3L",2007,2296,1489,1142,1510
"12053","CCNDBP1",3518,3691,3536,2649,2621
"12054","EPB42",0,0,0,2,0
"12055","TGM6",0,0,0,0,0
"12056","SMAD3",7300,7447,6743,6021,4940
"12057","MS4A8",0,0,0,0,0
"12058","CCDC178",0,0,0,0,0
"12059","MS4A15",0,0,0,0,0
"12060","MAP1A",25867,15621,21942,17295,22299
"12061","RCCD1",1844,1145,966,853,983
"12062","AKTIP",1355,1436,1558,939,1439
"12063","MAPRE2",2750,2385,2290,1912,1676
"12064","EVA1C",164,100,241,42,57
"12065","TCP10L2",0,0,0,0,0
"12066","MARS1",9132,16907,11378,9141,13572
"12067","MBD6",2219,2680,2008,1548,1970
"12068","CNPY4",2245,2063,1818,1762,1625
"12069","PDIA3",33573,23667,25855,26825,39124
"12070","NUDT21",9141,5783,4393,5071,4984
"12071","NAT16",0,0,0,0,2
"12072","TERB2",0,0,0,0,0
"12073","NKX3-1",1296,235,470,270,628
"12074","SGSM1",0,0,0,0,0
"12076","DUSP18",253,258,190,181,267
"12077","TEF",1768,1198,934,986,1066
"12078","MEI1",79,20,28,55,4
"12079","B4GALNT2",0,0,0,0,6
"12080","PBX3",4125,2646,1842,2738,1447
"12081","GNGT2",37,2,0,4,20
"12082","PHB",7120,4354,4423,3664,5117
"12083","SNRPD1",4421,2116,2206,2137,2775
"12084","TTC16",2,8,0,0,2
"12085","SUN5",0,0,0,0,0
"12086","SAMD14",268,554,1044,251,434
"12087","PIP5KL1",182,150,206,148,169
"12088","BPIFB6",0,0,0,0,0
"12089","TMEM92",15,51,45,25,21
"12090","FAM102A",1885,2322,3360,1697,2807
"12091","ACSF2",1048,1065,1063,921,1528
"12092","GOLGA2",9805,10412,9643,8024,10430
"12093","TRUB2",2646,1984,1902,1721,2099
"12094","COQ4",2230,1533,1341,1391,1510
"12095","SLC27A4",2753,1593,2000,1310,1931
"12096","ANKRD40CL",0,2,0,0,0
"12097","URM1",4802,4559,3916,3567,4610
"12098","CERCAM",18688,26497,26142,24340,21380
"12099","DOLPP1",1476,775,772,710,894
"12100","CCDC103",0,0,0,0,0
"12101","ENDOG",1420,379,434,348,418
"12102","TBC1D21",2,0,0,0,0
"12103","PRRX2",15524,4727,4051,4462,5884
"12104","UGT1A6",0,0,0,0,0
"12105","C15orf39",1403,1023,703,628,1084
"12106","ISLR2",8,6,22,0,6
"12107","SP2",1726,1344,1002,774,1271
"12108","PRR15L",0,0,4,6,2
"12109","COQ7",1326,1040,744,741,889
"12110","GPRC5B",497,838,137,852,22
"12111","CRK",10311,7477,6778,6814,6932
"12112","C16orf92",1,0,0,0,0
"12113","GOLGA6C",0,0,0,0,0
"12114","FBXO22",2679,3166,2745,2140,2397
"12115","TBC1D2B",3957,9796,7344,6061,4880
"12116","NOD2",2,0,2,10,5
"12117","SNX20",2,0,2,4,0
"12118","LOXHD1",0,0,0,0,0
"12119","KATNAL2",177,402,150,144,149
"12120","HDHD2",45,23,38,24,37
"12121","ZNF91",761,837,918,855,748
"12122","IGF2",0,2,9,2,10
"12123","RNF214",1063,857,753,650,786
"12124","CDK12",5022,4336,3659,3435,3716
"12125","DPEP2",1,0,2,2,2
"12126","DUS2",679,357,469,355,467
"12127","POP5",1879,1236,930,849,1238
"12128","ENGASE",1239,1533,1346,1121,964
"12129","RBFOX3",4,2,6,2,2
"12130","ATP5MG",915,834,800,758,738
"12131","CD3D",4,12,4,4,8
"12132","TBC1D16",4402,5584,7046,5440,3821
"12133","TEPSIN",547,641,571,477,493
"12134","MYO5B",10,30,25,35,23
"12135","ART5",0,32,6,8,8
"12136","ACAA2",2431,2006,1833,1735,2029
"12137","STIM1",3736,3369,3302,2504,2844
"12138","RRM1",10989,3593,3316,3360,3782
"12139","OR51E2",0,2,16,0,0
"12140","TRIM68",1078,891,795,581,518
"12141","MMP26",0,0,0,0,0
"12142","OR51B5",0,0,0,0,0
"12143","OR51I1",0,0,0,0,0
"12144","OR51Q1",0,0,0,0,0
"12145","FN3K",168,388,346,235,236
"12146","PRRT2",525,291,134,297,217
"12147","ZNF23",190,151,116,127,96
"12148","IRGQ",1826,2082,1820,1323,1787
"12149","ZNF226",1236,1373,1396,1096,1083
"12150","ZNF180",602,423,407,281,396
"12152","PPP2R3B",0,0,0,0,0
"12154","ZNF668",562,872,816,451,456
"12155","ZNF646",1988,1987,1852,1359,1398
"12156","VKORC1",471,337,453,520,487
"12157","GNG8",10,2,8,4,7
"12158","LPO",0,0,0,1,0
"12159","CA4",0,0,1,2,0
"12160","SMG8",1288,1129,1180,884,817
"12161","LINC00905",0,0,0,0,0
"12162","TPM4",148565,83352,80977,93941,129562
"12163","RAB8A",1739,1260,1100,913,1298
"12164","GPX4",15283,17382,17664,13692,14354
"12165","MIDN",4699,4590,3141,2966,5740
"12166","JSRP1",8,5,16,3,5
"12167","LOC105372240",8,5,16,3,5
"12168","NIBAN3",19,28,18,10,24
"12169","KLHL26",336,391,362,188,341
"12170","GATAD2A",8778,5032,4991,4003,5641
"12172","MVD",5613,3200,4430,3886,4314
"12173","CDT1",1864,336,332,383,511
"12174","TRAPPC2L",2840,2458,2564,2408,2200
"12175","ANKRD11",13560,16997,10351,8914,13360
"12176","SPATA33",659,343,337,249,355
"12177","RSKR",122,105,82,69,84
"12178","PROCA1",113,65,55,61,53
"12179","RPL13",49886,60255,54015,40334,46128
"12180","ZNF641",604,841,834,689,585
"12181","LALBA",0,0,0,0,0
"12182","CACNB3",3062,1543,1666,1412,1200
"12183","DHRS13",104,116,77,120,118
"12184","TP53I13",2639,2795,2680,2217,2817
"12185","KMT2D",8331,8153,6170,5412,6705
"12186","CORO6",618,577,686,508,396
"12187","RHEBL1",87,50,43,49,80
"12188","TUBA1A",42457,18339,18482,25513,31862
"12189","TUBA1C",23479,6573,7196,7239,9790
"12190","ZNF610",104,154,154,163,70
"12191","ZNF528",1293,1920,1158,1171,957
"12192","ZNF701",383,293,270,237,267
"12193","SERTAD3",2258,1955,1573,1154,2170
"12194","NCKAP5L",2439,3573,2874,2201,3340
"12195","RAB4B",41,32,26,30,26
"12196","AQP2",0,0,0,0,0
"12197","GPD1",10,14,9,4,2
"12198","PROSER3",907,487,485,401,512
"12199","CYP2S1",9,3,0,0,2
"12200","AXL",40853,22901,14903,12750,20635
"12201","NFKBID",326,214,176,143,183
"12202","TMC4",49,97,45,27,30
"12203","ANKRD33",0,0,0,2,0
"12204","LAIR1",0,0,6,0,0
"12205","TTYH1",5,10,17,17,14
"12206","LENG8",12303,12114,12337,11530,10131
"12207","CDC42EP5",1822,4205,3130,2965,2404
"12208","LAIR2",0,0,0,0,0
"12209","TMEM145",25,2,0,4,8
"12210","ZNF526",1301,925,927,850,1558
"12211","TRAPPC9",898,984,620,535,581
"12212","KIR3DL1",0,0,0,0,0
"12213","NLRP7",0,0,0,0,0
"12214","ZNF146",4825,4358,3717,3563,4384
"12215","ZNF283",547,551,512,502,555
"12216","PPP1R14A",353,541,2453,268,873
"12217","SPINT2",118,307,587,206,154
"12218","C19orf33",7,0,0,0,0
"12219","YIF1B",5663,4095,6163,3816,5992
"12220","DNAAF3",13,9,6,4,6
"12221","PSCA",106,46,16,10,7
"12222","ATCAY",4,2,0,0,0
"12223","LY6D",0,0,0,0,0
"12224","DAPK3",8507,5379,6732,4819,8810
"12225","EEF2",128072,190790,164056,157277,145590
"12226","TMIGD2",0,0,0,0,4
"12227","CHAF1A",3380,828,986,841,1184
"12228","UBXN6",9106,9112,8519,7917,6416
"12229","HDGFL2",6569,4486,4199,4168,3978
"12230","PLIN4",63,98,114,71,46
"12231","SEMA6B",6,108,30,16,37
"12232","ZNF444",1464,1571,1313,1043,1262
"12233","NXN",11006,4617,9051,7153,9626
"12234","TLCD3A",3019,2379,2342,1855,2791
"12235","GLOD4",5257,4262,3855,3502,3113
"12236","MFSD3",823,803,909,669,689
"12237","GPT",50,111,72,42,44
"12238","KIFC2",764,1290,948,919,595
"12239","SLC43A2",1218,981,934,1018,380
"12240","RILP",285,281,274,307,241
"12241","SERPINF2",4,12,9,0,4
"12242","WDR81",3140,3314,2621,2768,2355
"12243","SRR",760,487,437,484,571
"12244","TSR1",4285,3522,3254,2791,3199
"12245","TRPV3",133,152,108,121,46
"12246","HSD11B1L",232,364,253,287,212
"12247","CYB5D2",1246,1791,2324,1352,1114
"12248","GGT6",2,0,0,1,0
"12249","C19orf48",2609,1181,1234,937,1271
"12250","KLK1",0,0,0,0,0
"12251","KLK4",0,0,0,0,0
"12252","KLK2",0,0,0,0,0
"12253","KLK5",0,0,0,0,0
"12254","KLK6",0,0,0,0,0
"12255","KLK11",0,0,0,0,0
"12256","KLK13",0,0,0,0,0
"12257","ZNF83",2091,2424,2027,1780,1411
"12258","KRT80",123,139,136,63,172
"12259","KRT1",0,0,0,0,0
"12260","ACER1",6,0,0,1,0
"12261","OTUB1",4949,3835,3786,2769,3934
"12262","RCOR2",147,138,133,199,102
"12263","ANGPTL4",74,440,474,194,34
"12265","CD320",3096,1752,1530,1470,2525
"12266","SPRYD3",6581,3412,4057,2918,3599
"12267","IGFBP6",34893,29657,23668,30206,11868
"12268","SOAT2",32,6,0,1,10
"12269","ZNF558",946,1164,770,949,784
"12270","CABP2",0,0,0,0,0
"12271","NDUFV1",6531,5083,5111,4306,4894
"12272","CDK2AP2",2332,1392,1140,986,1988
"12273","C3P1",0,0,0,2,0
"12274","NUDT8",282,101,125,148,118
"12275","TBX10",0,0,6,0,0
"12277","PRDX2",4008,3471,3997,2567,3218
"12278","OR8J3",0,0,0,0,0
"12279","OR5I1",0,0,0,0,0
"12280","ZNF232",319,235,237,237,233
"12281","MIS12",1103,847,762,523,576
"12282","CD300C",4,0,0,0,0
"12283","CD300A",0,0,0,0,2
"12284","TEKT1",2,0,0,0,0
"12285","HID1",0,16,2,4,2
"12286","MRPL58",1322,977,964,913,1212
"12287","ATP5PD",6253,5192,4790,4830,4677
"12288","TMEM88",4,22,8,24,0
"12289","EVPL",3,2,0,2,0
"12290","SRP68",6992,6077,5971,4891,5472
"12291","MGAT5B",136,29,21,60,454
"12292","TMC8",0,4,0,0,2
"12293","TK1",12043,720,1309,1673,3776
"12294","TMEM68",744,890,614,626,525
"12295","CYP7A1",2,0,10,0,0
"12296","LOC100505501",96,285,316,52,195
"12297","GSDMA",2,4,0,6,0
"12298","KRT24",0,0,0,0,0
"12299","TMEM99",581,570,540,354,423
"12300","GHDC",1212,205,618,871,514
"12301","FAM234A",2162,2752,2203,1646,2251
"12302","SOST",210,0,22,0,0
"12303","ZNF598",2890,2830,2098,1463,2127
"12304","RAB26",51,16,21,34,14
"12305","MLST8",3085,2569,2385,1944,2374
"12306","E4F1",1776,1468,1416,1165,1394
"12307","DNASE1L2",49,32,23,9,18
"12308","ECI1",2402,2090,2502,1849,2403
"12309","CASKIN1",11,15,15,2,0
"12310","ABCA3",48,114,46,16,50
"12311","KCTD5",3685,2201,2053,1596,3184
"12312","SRRM2",25900,26690,22120,18395,19378
"12313","ZNF597",316,292,316,231,300
"12314","NLRC3",34,77,31,44,28
"12315","SDHAF2",401,358,297,268,245
"12316","DDB1",20123,21298,19858,19325,16939
"12317","VPS37C",1903,1607,1614,1085,1577
"12318","VWCE",156,311,303,320,307
"12319","RAB3IL1",2663,2895,2475,1917,1628
"12320","BEST1",421,983,619,535,376
"12321","FTH1",76808,176010,173821,98205,129299
"12322","BSCL2",162,134,96,69,155
"12323","POLR2G",3226,2672,2155,2139,3040
"12324","SLC3A2",14091,21535,23279,14045,23122
"12325","PLAAT5",0,0,6,0,0
"12326","SPINDOC",2422,1486,988,1038,1734
"12327","ATG16L2",1242,628,767,647,286
"12328","C2CD3",1396,1370,1110,846,1112
"12329","TRANK1",2267,5195,3032,3591,1257
"12330","TTC21A",163,313,242,236,193
"12331","RPSA",72823,63108,53717,52833,60666
"12332","ENTPD3",2,1,8,0,0
"12333","CTNNB1",22881,15664,16098,14172,20929
"12334","ULK4",428,337,431,156,194
"12335","FADD",1435,1036,1066,819,888
"12336","LTBP3",10077,20766,17040,9414,4661
"12337","NAALADL1",503,383,216,544,236
"12338","SAC3D1",1649,638,531,464,563
"12339","BATF2",26,42,16,98,16
"12340","SLC22A11",0,0,0,0,0
"12341","SF1",12500,9755,7844,7166,9807
"12342","MAP4K2",941,698,499,466,853
"12343","MAJIN",0,0,0,4,0
"12344","CCDC88B",108,89,70,69,10
"12345","SCARA3",19355,7680,2262,7021,5655
"12346","PBK",5852,525,470,742,1192
"12347","SCARA5",2,102,0,4,0
"12348","PNOC",0,0,0,2,0
"12349","COPS6",13410,6787,7003,6761,8248
"12350","PAFAH1B2",8762,6622,6458,4857,6943
"12351","ANKS3",1034,1478,1277,884,1028
"12352","NUDT16L1",1558,1214,1232,1150,1054
"12353","KIAA1586",1205,838,585,767,870
"12354","RAB4A",2125,2147,1847,1617,1659
"12356","OR1F1",5,4,5,4,6
"12359","OR2B2",0,0,0,0,0
"12360","KCNJ4",0,0,0,0,0
"12361","SETD5",7061,8462,6021,5831,7409
"12362","VASN",26241,25851,17398,20111,19165
"12363","FAM83B",6,2,0,0,0
"12364","H3-4",1,6,10,3,0
"12365","THAP9",174,129,111,90,115
"12366","OR2C1",8,4,4,6,6
"12367","RNF187",8214,8352,8064,6283,7898
"12368","HOOK3",6310,5329,4619,3887,5120
"12369","MAPK1IP1L",5296,4014,4086,3153,4364
"12370","DDIT4",973,4385,4947,3044,2296
"12371","RBPJ",5709,5727,5336,5071,5661
"12372","LMBRD1",1889,2324,2112,1900,2229
"12373","ZCCHC4",867,698,517,630,595
"12374","PTGDR",36,0,8,7,0
"12375","TTC39C",1232,2202,1256,1762,1009
"12376","GLYCTK",550,268,175,235,246
"12377","GNG4",78,10,14,2,8
"12378","UBTD2",2828,2912,2036,2162,2949
"12379","POLR2J3",220,193,168,90,130
"12380","NKIRAS2",2663,2887,2277,1914,3103
"12381","DNAJC7",3981,3005,3053,2742,3103
"12382","KCNV2",16,2,0,2,3
"12383","IRF2BP2",3490,2764,3207,2169,2920
"12384","PTF1A",0,0,0,0,0
"12385","NT5DC2",9862,4267,4409,4298,9521
"12386","FOXI1",0,0,0,0,0
"12387","SMIM4",879,537,734,584,588
"12388","COA6",833,905,930,935,798
"12389","KIF5C",28,34,37,0,34
"12390","MGAT2",146,117,103,76,103
"12391","BMI1",2421,2217,1731,1617,1584
"12392","THAP11",1397,1139,1044,932,1051
"12393","MMADHC",5872,5407,5316,3989,5134
"12394","PDHB",5632,4982,4161,4087,6219
"12395","PXK",3530,8844,2791,4693,4975
"12396","H1-4",22,2,2,2,4
"12397","PCMTD1",1596,3600,2306,2117,1836
"12398","KCTD6",510,453,324,306,390
"12399","MPLKIP",1281,1769,1543,1040,1226
"12400","ACOX2",781,1065,1207,861,249
"12401","FAM107A",120,44,2,44,0
"12402","IRF2",1381,1863,1234,1531,1348
"12403","MOBP",0,0,2,0,0
"12404","CX3CR1",0,0,4,0,0
"12405","PPDPFL",0,0,0,0,0
"12406","XIRP1",4,0,10,2,0
"12407","INSM2",0,0,0,0,0
"12408","DEGS2",5,19,15,9,6
"12409","SCN11A",0,2,3,2,0
"12410","LINC00917",2,0,0,2,0
"12411","ARF4",24324,26371,31564,22351,30475
"12412","SEPTIN2",58093,50826,43030,42771,41638
"12413","FILIP1L",4805,1768,1959,1780,1778
"12414","MFSD2A",194,158,143,105,328
"12415","DTYMK",7626,2018,1675,2010,2926
"12416","TAP1",1835,2145,1733,2328,2128
"12417","ING5",2547,1862,1476,1505,1914
"12418","ATG4B",3383,2664,2861,1983,2420
"12419","BDKRB2",1264,1139,671,4952,220
"12420","MLKL",937,276,382,366,539
"12421","CMAHP",488,634,665,346,154
"12422","RFWD3",5053,1600,1496,1466,1884
"12423","MTNR1A",0,2,0,0,0
"12424","KCNG4",0,0,0,0,0
"12425","RHOH",4,0,0,2,2
"12426","KLHL30",12,18,103,19,95
"12427","COG7",896,625,703,685,739
"12428","CDC40",2052,2171,1431,1562,1389
"12429","STIP1",14247,9294,9144,7751,9956
"12430","SCNN1B",0,0,0,0,0
"12431","HR",218,216,378,382,43
"12432","TXNDC2",18,6,8,4,4
"12433","RAB31",20079,9650,7346,8600,7983
"12434","REEP4",2552,876,894,782,1240
"12435","TNXB",5944,36510,22153,7020,562
"12436","LGI3",2,0,0,0,0
"12437","SFTPC",0,0,0,0,2
"12438","BMP1",6359,7571,7386,7821,10209
"12439","ATXN2L",6766,7488,5858,4582,5371
"12440","PHYHIP",91,54,35,30,10
"12441","CCDC110",20,6,22,10,5
"12442","POLR3D",3132,3032,2453,2413,3641
"12443","FEN1",4833,946,1180,1046,1759
"12444","CAVIN2",1847,613,1622,349,262
"12445","MTCL1",6566,11643,4751,10730,6119
"12446","GBX2",0,0,0,0,56
"12447","HJV",0,0,0,0,0
"12448","SCGB1D1",0,0,0,0,0
"12449","HEXIM2",180,138,110,114,58
"12450","FNTA",2348,2352,1924,1983,1833
"12451","SERINC2",2210,3088,3231,1594,652
"12452","MYL1",0,0,0,0,0
"12453","TRAPPC11",2949,3048,2149,2224,2026
"12454","CHRM1",0,0,0,0,0
"12455","COL3A1",122476,221627,175730,228039,191064
"12456","GFRA2",0,0,0,2,0
"12457","ING2",759,527,472,423,609
"12458","CDKN2AIP",1409,1169,966,850,941
"12459","SNRNP48",2229,1121,1058,1216,1644
"12460","TMEM223",932,617,463,451,550
"12461","SLC20A2",4698,4610,5299,3676,3447
"12462","CRYGA",0,0,0,0,0
"12463","DYNLRB2",2,20,6,5,4
"12464","TMUB2",3555,3264,2780,2377,2398
"12465","ADAM29",0,4,0,0,0
"12466","STAT3",8153,16330,12777,10127,9536
"12467","ZSWIM1",439,573,481,406,332
"12468","ADAM9",29549,29699,23560,25878,35855
"12469","ADAM18",0,2,0,0,0
"12470","GDNF",278,921,926,96,1195
"12472","MUCL3",2,0,0,0,0
"12473","WFDC13",0,2,0,2,0
"12474","AXIN2",436,686,101,434,413
"12475","NDUFS5",9550,6968,7881,6048,10353
"12476","VWA3B",8,0,0,8,1
"12477","ZNF30",224,183,202,148,144
"12478","UGT3A2",0,0,2,0,4
"12479","LRATD2",31,290,36,46,25
"12480","LDLRAD4",178,62,59,42,104
"12481","KCTD19",6,0,19,1,9
"12482","SLC16A4",316,252,264,209,525
"12483","IL7R",7372,2748,6874,3379,3211
"12484","TMEM208",2462,1543,1886,1757,1906
"12485","LRP1B",6,4,2,10,0
"12486","WFDC12",0,0,0,0,0
"12487","AHCYL1",9512,10502,8483,7183,8371
"12488","DNAJC21",4921,3875,3031,2765,2463
"12489","PKIG",3320,3994,2958,5250,3100
"12490","NPNT",2,18,12,10,15
"12491","LINC01620",0,0,0,0,0
"12492","LINC01430",0,0,0,0,0
"12493","CA7",0,1,2,0,0
"12494","FAM178B",2,4,0,0,0
"12495","TSPY2",0,0,0,0,0
"12496","SEMA4C",1585,2141,1437,1428,1662
"12497","CNNM3",722,610,598,453,541
"12498","GSTM4",853,1122,1334,984,880
"12499","TET2",1073,933,784,813,1318
"12500","CXXC4",2,0,0,0,0
"12501","TCTN2",848,478,631,656,639
"12502","SHOX2",2533,3286,2082,1974,1973
"12503","PPIP5K1",783,403,469,392,470
"12504","TSPAN5",4448,3529,4183,3370,3982
"12505","ABHD15",544,784,737,577,491
"12506","ZBTB5",999,832,725,564,796
"12507","CHTF8",4880,3504,3288,2741,2818
"12508","DERPC",4880,3504,3288,2741,2818
"12509","ADAL",896,653,490,474,555
"12510","LCMT2",1174,687,657,488,633
"12511","SNTB2",7840,5892,5764,5009,5329
"12512","IL12A",84,55,35,92,62
"12513","ZNF507",2107,1693,1431,1372,1573
"12514","STX18",3867,2653,2324,2072,2338
"12515","NSG1",78,44,16,20,16
"12516","ZBTB49",316,259,234,174,250
"12517","GFM1",3676,2538,2593,2530,2366
"12518","OR13J1",0,0,0,0,0
"12519","HTR1E",0,0,0,0,0
"12520","FSTL5",0,3,0,0,0
"12522","DDX19A",1006,940,900,761,801
"12523","ATOH8",8947,1551,532,979,1658
"12524","SOX14",0,0,0,0,0
"12525","ANKRD49",649,700,578,669,638
"12526","SFTPB",0,7,0,0,2
"12527","USP39",3819,3029,2532,2341,2621
"12528","TNIP2",2855,3104,2188,2378,2118
"12529","C2orf68",1303,1440,1045,1090,1283
"12530","TMEM150A",602,1509,1691,1036,916
"12531","RNF181",3364,2863,2937,2283,3114
"12532","VAMP5",6298,7419,4723,6369,5574
"12533","BTNL3",0,0,0,0,0
"12534","LRRC28",745,692,726,667,626
"12535","MAT2A",16113,14121,11605,10279,12139
"12536","PLA2G4F",0,0,0,0,0
"12537","ENHO",17,4,9,4,2
"12538","ZNF608",396,1478,806,478,298
"12539","SLC35G2",869,1013,745,1264,492
"12540","INPP5D",8,6,8,10,6
"12541","LETM1",3543,2603,2350,2056,2635
"12542","CTRB1",2,4,4,2,9
"12543","CTRB2",3,0,0,2,0
"12544","TRIM49",0,0,0,0,0
"12545","TMEM129",3036,4044,3901,2801,2224
"12546","PPIC",2024,2436,2480,2700,3378
"12547","SPRY3",4,1,3,0,2
"12549","CEP120",1529,1402,891,874,1096
"12550","STXBP6",602,336,76,992,760
"12551","TM4SF20",0,177,155,52,0
"12552","MFF",3513,5126,3289,3303,2713
"12553","GRM5",0,1,0,0,0
"12554","LGALS9",66,31,18,54,23
"12555","PMCHL1",0,0,0,0,0
"12556","JMJD7-PLA2G4B",104,121,89,81,47
"12558","CPLX1",8,0,6,6,8
"12559","PXDC1",3882,6453,5980,3724,5158
"12560","SIGLEC7",0,0,0,0,0
"12561","NTSR2",0,0,0,0,0
"12562","E2F6",1262,1259,939,838,977
"12563","FEM1B",5126,4881,4842,4415,4909
"12564","COMMD8",2251,1842,2013,1749,1894
"12565","ATP5ME",908,571,719,717,831
"12566","UQCRFS1",4887,3274,3546,3240,3720
"12567","SLC49A3",984,915,239,781,140
"12568","COL4A3",5,14,5,15,3
"12569","MAP2K1",3624,3092,3006,2336,2499
"12570","KLK7",0,0,0,0,0
"12571","PMCHL2",0,0,0,0,0
"12572","HNRNPH1",28896,16253,14043,16933,17638
"12573","IRS1",4910,6222,4179,4843,3678
"12574","MECP2",4061,4892,3975,3149,3438
"12575","VCX3A",0,0,0,0,0
"12576","UPF3A",4329,4193,3817,3296,4564
"12577","ZBBX",0,0,0,0,0
"12578","ACTBL2",0,4,0,0,2
"12579","ROR2",210,933,346,762,58
"12581","AR",1192,88,74,236,102
"12582","DHRSX",0,0,0,0,0
"12584","VXN",11,0,0,3,3
"12585","HSPBAP1",375,322,247,291,318
"12586","ASMTL",0,0,0,0,0
"12588","SLC25A6",0,0,0,0,0
"12590","CHST14",4262,3474,2498,2728,2716
"12591","PARM1",10,4,21,6,0
"12592","CSNK1G1",2012,1369,1360,1173,1206
"12593","FAM110B",849,1219,886,1118,325
"12594","ARMC4",237,195,432,91,53
"12595","AFAP1L2",2,2,0,4,2
"12596","ZNF354A",443,475,532,476,406
"12597","ATF5",2924,3264,3265,3420,1301
"12598","UBE2V2",5074,3693,3349,3298,4114
"12599","GOT1L1",0,0,0,0,0
"12600","ZBTB43",1397,1212,1189,1040,1045
"12601","XAGE-4",0,0,0,0,0
"12602","CPT1C",963,1331,1004,686,987
"12603","PCSK9",3774,3107,662,1205,777
"12604","XPO6",13088,10090,8195,6863,8628
"12605","GSG1L",0,0,0,0,0
"12606","MN1",8036,11072,2149,7058,1711
"12607","APEX2",1458,953,924,634,850
"12608","NSMCE1",1963,1648,1664,1289,1585
"12609","CCDC126",273,383,320,248,366
"12610","IL13",0,0,0,2,2
"12611","NPIPB12",29,22,8,20,8
"12612","OR10G3",0,0,0,0,0
"12613","RAB3B",17572,9482,6801,8276,5495
"12614","OR6F1",0,0,0,0,0
"12615","CD2BP2",6958,5839,5903,4781,5230
"12616","RSPO1",14,211,4,32,0
"12617","RGS14",177,81,123,118,66
"12618","TBC1D10B",4877,3251,3044,2202,3321
"12619","LMAN2",12285,10059,10152,9607,12703
"12620","GCSAML",0,0,4,0,2
"12621","RAB24",383,598,549,351,330
"12622","PRELID1",7166,4554,4702,3483,5877
"12623","THBS3",1310,2715,2970,1662,2236
"12624","CA5B",1192,442,685,389,528
"12625","SLC50A1",1977,2172,2013,1888,1743
"12626","EFNA1",3,16,12,2,0
"12627","CXCL10",0,0,0,2,0
"12628","NPIPB3",85,168,78,100,102
"12629","SH3TC2",407,45,65,56,36
"12630","CXCL11",0,0,0,0,0
"12631","ZRSR2",553,531,581,380,425
"12632","NMD3",3245,3244,3540,2684,4058
"12633","ADRB2",441,38,34,42,20
"12635","B3GALNT1",913,1128,1089,775,1337
"12636","GPRIN1",756,171,196,213,261
"12637","HSPB3",443,202,451,625,146
"12638","KCNAB1",102,77,84,102,130
"12639","MRPL1",1329,959,828,813,1179
"12640","SHE",36,2,0,4,0
"12641","NR0B1",21,4,44,28,10
"12642","PGM2",2028,768,981,929,1421
"12643","STK32A",89,111,72,164,66
"12644","IL1RAPL1",16,4,22,2,0
"12645","P2RY12",0,35,12,0,0
"12646","C22orf15",90,36,28,22,26
"12648","OR5AU1",0,0,0,0,0
"12649","MINAR1",236,104,144,155,433
"12650","PDILT",0,2,0,0,0
"12651","UMOD",0,0,0,0,0
"12652","GP2",0,0,0,0,0
"12653","SLC33A1",1005,1218,1002,830,784
"12654","SNUPN",903,1049,744,709,578
"12655","CRADD",516,470,412,302,336
"12656","SIN3A",2957,2668,1708,1762,2689
"12657","ARL13B",1373,1016,936,788,919
"12658","RNASE2",0,0,0,0,0
"12659","ELSPBP1",0,0,0,0,0
"12660","RNASE3",0,0,0,0,2
"12661","PTK2",5527,4140,4022,3326,2913
"12662","RSPH10B2",4,2,0,2,0
"12663","PTAFR",15,8,12,16,6
"12664","PTPN9",4448,3677,2936,2729,3115
"12665","RNASE6",0,0,0,0,0
"12666","NPR1",36,68,65,182,0
"12667","KCNK9",0,0,1,2,0
"12668","CXCL8",80,26,12,132,170
"12669","SCN9A",393,304,2709,251,193
"12670","RASSF6",0,0,2,0,0
"12671","COL22A1",4,0,4,0,0
"12672","SDC2",9420,9643,11762,5500,21774
"12673","CD52",2,0,3,5,2
"12674","MMGT1",2572,2145,1681,1641,1899
"12675","SPRR1B",0,0,0,0,0
"12676","SPRR1A",0,0,0,0,0
"12677","OR4K14",0,0,0,0,0
"12678","OR4K15",0,0,0,0,0
"12679","TM2D2",3855,3483,3282,2591,3811
"12680","HTRA4",0,2,0,3,4
"12681","PLEKHA2",3693,1171,1233,1253,1717
"12682","CLIC4",70236,55572,56866,46217,54037
"12683","SLC38A11",26,17,43,7,2
"12684","GPR183",14,0,2,10,70
"12685","CRCT1",0,0,0,0,0
"12686","CCDC8",2453,1600,459,1414,1134
"12687","METTL15",1574,892,948,878,1312
"12688","ZNF280A",2,4,0,0,0
"12689","MUC15",1,0,0,0,0
"12690","CT55",2,0,1,0,0
"12691","ZEB2",7128,6386,5242,4520,6449
"12692","GJB1",0,0,0,0,0
"12693","PCBP1",9926,5879,5643,5207,6591
